# This file allows you to predetermine/preset model variable values for specific scenarios.,,,,,
#,,,,,
# FORMAT:,,,,,
# variable_name,scenario_name,index1,index2,...,value
#,,,,,
# WHERE:,,,,,
# - variable_name: Name of the model variable (e.g., gen_max, pmp_max, gen_energy_max, genTh_max, etc.)
# - scenario_name: Name of the scenario this preset applies to,,,,,
#   * Leave EMPTY to apply to ALL scenarios,,,,,
#   * Specify a scenario name (e.g., 'test', 'baseline') to apply ONLY to that scenario,,,
# - index1, index2, ...: Index values in order of variable dimensions,,,
#   * Leave a field EMPTY to apply to ALL values on that dimension,,,,,
#   * Specify a value to apply ONLY to that specific index,,,,,
# - value: The value to set for the variable,,,,,
#,,,,,
# EXAMPLES:,,,,,
#,,,,,
# 1. Set gen_max for plant 'CH01_pvrf' to 100 for ALL scenarios:,,,,,
#    gen_max,,CH01_pvrf,,100,
#,,,,,
# 2. Set gen_max for plant 'CH01_pvrf' to 150 ONLY for scenario 'test':,,,,,
#    gen_max,test,CH01_pvrf,,150,
#,,,,,
# 3. Set pmp_max for plant 'AT00_hydro' to 50 for ALL scenarios:,,,,,
#    pmp_max,,AT00_hydro,,50,
#,,,,,
# 4. Set gen_energy_max for plant 'DE00_battery' to 200 ONLY for scenario 'baseline':,,,,,
#    gen_energy_max,baseline,DE00_battery,,200,
#,,,,,
# 5. Set gen_max for plant 'CH01_pvrf' to 200 ONLY for scenario 'test' and ONLY for subscenario 'scen1':,,,,,
#    gen_max,test,CH01_pvrf,scen1,200,
#,,,,,
# AVAILABLE VARIABLES (Investment/Capacity Variables Only):,,,,,
# - gen_max[p, scen]                  (p in P_gen, scen in Scenarios) - generation capacity,,,
# - pmp_max[p, scen]                  (p in P_pumping, scen in Scenarios) - pumping capacity,,,
# - gen_energy_max[p, scen]           (p in P_energymax, scen in Scenarios) - storage energy capacity,,,
# - genTh_max[pdh, scen]              (pdh in PDH, scen in Scenarios) - thermal generation capacity,,,
# - pumpTh_max[pdh, scen]             (pdh in PDH, scen in Scenarios) - thermal pumping capacity,,,
# - gen_energyTh_max[pdh, scen]       (pdh in PDH_TES, scen in Scenarios) - thermal storage capacity,,,
# - fuel_storage_capacity_annual[f, scen] (f in Fuels_limited, scen in Scenarios) - fuel storage capacity,,,
#,,,,,
# IMPORTANT NOTES:,,,,,
# - Empty lines and lines starting with '#' are ignored,,,,,
"# - All dimensions must be specified (even if left empty for ""all"")",,,,,
# - Variable names are case-sensitive and must match exactly,,,,,
# - Scenario names are case-sensitive and must match exactly,,,,,
# - Values must be numeric,,,,,
# - The scenario_name refers to the main scenario (from scenarios/scen_to_run_*.csv), not subscenarios,,,,
# - Only CAPACITY/INVESTMENT variables can be preset (gen_max, pmp_max, etc.),,,
# - Do NOT try to preset OPERATIONAL variables like 'gen', 'storage_charge', 'soc', etc.,,
#
# Example presets (uncomment and modify as needed):,,,,,
# gen_max,,CH01_pvrf,,100,
# gen_max,test,CH01_pvrf,,150,
# pmp_max,test,CH00_battery,,50,
# gen_energy_max,baseline,CH00_battery,scen1,200,
#
# gen_max,,CH00_nuclear,,100,
# gen_max,test2,CH00_nuclear,,200,
# genTh_max,test2,DH_Mittelland_HPG,,1000,
# gen_max,scenario,tech,,value,
#
gen_max,2035_040_030_EUbat,CH01_pvrf,,0.0
gen_max,2035_050_030_EUbat,CH01_pvrf,,0.0
gen_max,2035_060_030_EUbat,CH01_pvrf,,0.0
gen_max,2035_070_030_EUbat,CH01_pvrf,,0.0
gen_max,2035_080_030_EUbat,CH01_pvrf,,0.0
gen_max,2035_090_030_EUbat,CH01_pvrf,,0.0
gen_max,2035_100_030_EUbat,CH01_pvrf,,0.0
gen_max,2035_040_030_EUbat,CH01_windon,,600.0
gen_max,2035_050_030_EUbat,CH01_windon,,600.0
gen_max,2035_060_030_EUbat,CH01_windon,,600.0
gen_max,2035_070_030_EUbat,CH01_windon,,600.0
gen_max,2035_080_030_EUbat,CH01_windon,,600.0
gen_max,2035_090_030_EUbat,CH01_windon,,600.0
gen_max,2035_100_030_EUbat,CH01_windon,,600.0
gen_max,2035_040_030_EUbat,CH02_pvrf,,0.0
gen_max,2035_050_030_EUbat,CH02_pvrf,,0.0
gen_max,2035_060_030_EUbat,CH02_pvrf,,0.0
gen_max,2035_070_030_EUbat,CH02_pvrf,,0.0
gen_max,2035_080_030_EUbat,CH02_pvrf,,0.0
gen_max,2035_090_030_EUbat,CH02_pvrf,,0.0
gen_max,2035_100_030_EUbat,CH02_pvrf,,0.0
gen_max,2035_040_030_EUbat,CH02_windon,,0.0
gen_max,2035_050_030_EUbat,CH02_windon,,0.0
gen_max,2035_060_030_EUbat,CH02_windon,,0.0
gen_max,2035_070_030_EUbat,CH02_windon,,0.0
gen_max,2035_080_030_EUbat,CH02_windon,,0.0
gen_max,2035_090_030_EUbat,CH02_windon,,0.0
gen_max,2035_100_030_EUbat,CH02_windon,,0.0
gen_max,2035_040_030_EUbat,CH03_pvrf,,0.0
gen_max,2035_050_030_EUbat,CH03_pvrf,,0.0
gen_max,2035_060_030_EUbat,CH03_pvrf,,0.0
gen_max,2035_070_030_EUbat,CH03_pvrf,,0.0
gen_max,2035_080_030_EUbat,CH03_pvrf,,0.0
gen_max,2035_090_030_EUbat,CH03_pvrf,,0.0
gen_max,2035_100_030_EUbat,CH03_pvrf,,0.0
gen_max,2035_040_030_EUbat,CH03_windon,,0.0
gen_max,2035_050_030_EUbat,CH03_windon,,0.0
gen_max,2035_060_030_EUbat,CH03_windon,,0.0
gen_max,2035_070_030_EUbat,CH03_windon,,0.0
gen_max,2035_080_030_EUbat,CH03_windon,,0.0
gen_max,2035_090_030_EUbat,CH03_windon,,0.0
gen_max,2035_100_030_EUbat,CH03_windon,,0.0
gen_max,2035_040_030_EUbat,CH04_pvrf,,0.0
gen_max,2035_050_030_EUbat,CH04_pvrf,,0.0
gen_max,2035_060_030_EUbat,CH04_pvrf,,0.0
gen_max,2035_070_030_EUbat,CH04_pvrf,,0.0
gen_max,2035_080_030_EUbat,CH04_pvrf,,0.0
gen_max,2035_090_030_EUbat,CH04_pvrf,,0.0
gen_max,2035_100_030_EUbat,CH04_pvrf,,0.0
gen_max,2035_040_030_EUbat,CH04_windon,,0.0
gen_max,2035_050_030_EUbat,CH04_windon,,0.0
gen_max,2035_060_030_EUbat,CH04_windon,,0.0
gen_max,2035_070_030_EUbat,CH04_windon,,0.0
